dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,29.515835,13.421412,41.471184,0.623542,-2.499785,4.680755,1.569166
0.020000,29.515852,13.432920,41.482692,0.575428,-2.405678,4.705397,1.569357
0.020000,29.515867,13.443491,41.493263,0.528539,-2.344451,3.061304,1.569532
0.020000,29.515878,13.453159,41.502931,0.483419,-2.256004,4.422373,1.569691
0.020000,29.515887,13.461982,41.511754,0.441131,-2.114381,7.081141,1.569837
0.020000,29.515894,13.469997,41.519769,0.400752,-2.018942,4.771955,1.569969
0.020000,29.515900,13.477243,41.527015,0.362289,-1.923184,4.787918,1.570089
0.020000,29.515904,13.483758,41.533530,0.325746,-1.827136,4.802388,1.570196
0.020000,29.515907,13.489580,41.539352,0.291129,-1.730827,4.815438,1.570292
0.020000,29.515910,13.494749,41.544521,0.258444,-1.634284,4.827139,1.570377
